coverage,contiguity,risk_score,flag,n_fragments,best_match_accession,order_id,true_label,true_label_name
0.778,0.778,0.8113,ALERT,12,AF250356,H1N-MED-0012,5,suspicious_medium
0.0191,0.0191,0.0763,CLEAR,4,AF250356,BEN-0127,0,benign
0.0344,0.0344,0.0743,CLEAR,3,AF116575,BEN-0142,0,benign
0.9723,0.9723,0.9765,ALERT,17,AF250356,H1N-HIG-0015,4,suspicious_high
0.0311,0.0,0.0606,CLEAR,3,AF116575,BEN-0149,0,benign
0.7525,0.7525,0.7896,ALERT,10,AF116575,H1N-MED-0013,2,suspicious_medium
0.9352,0.9352,0.945,ALERT,13,AF116575,H1N-MED-0023,2,suspicious_medium
0.9975,0.9975,0.9979,ALERT,16,AF116575,H1N-MED-0021,2,suspicious_medium
0.0,0.0,0.015,CLEAR,1,AF117241,BEN-0133,0,benign
0.4362,0.4362,0.4757,REVIEW,7,AF250356,H1N-PAR-0024,6,suspicious_partial
0.6227,0.6227,0.6793,ALERT,10,AF250356,H1N-MED-0016,5,suspicious_medium
0.627,0.627,0.6679,ALERT,9,AF250356,H1N-MED-0011,5,suspicious_medium
0.6936,0.7028,0.7428,ALERT,11,AF250356,H1N-MED-0004,5,suspicious_medium
0.0558,0.0182,0.0793,CLEAR,3,AF117241,BEN-0032,0,benign
0.7695,0.7695,0.8041,ALERT,12,AF250356,H1N-MED-0002,5,suspicious_medium
0.9667,0.9667,0.9717,ALERT,17,AF250356,H1N-HIG-0000,4,suspicious_high
0.9915,0.9915,0.9928,ALERT,15,AF250356,H1N-HIG-0012,4,suspicious_high
0.0603,0.0284,0.1151,CLEAR,5,AF250356,BEN-0068,0,benign
0.4738,0.4738,0.4777,REVIEW,5,AF116575,H1N-PAR-0015,9,suspicious_partial
0.0787,0.0284,0.0943,CLEAR,3,AF250356,BEN-0048,0,benign
0.4984,0.223,0.4322,REVIEW,7,AF116575,H1N-PAR-0013,9,suspicious_partial
0.5869,0.5869,0.6189,ALERT,8,AF116575,H1N-MED-0007,8,suspicious_medium
0.9992,0.9992,0.9993,ALERT,20,AF116575,H1N-HIG-0010,1,suspicious_high
0.8518,0.8518,0.874,ALERT,16,AF250356,H1N-MED-0023,5,suspicious_medium
0.9638,0.9638,0.9693,ALERT,15,AF250356,H1N-HIG-0026,4,suspicious_high
0.0,0.0,0.015,CLEAR,1,AF117241,BEN-0000,0,benign
0.7262,0.7262,0.7673,ALERT,11,AF116575,H1N-MED-0006,8,suspicious_medium
0.3816,0.2191,0.3725,REVIEW,7,AF250356,H1N-PAR-0018,6,suspicious_partial
0.9943,0.9762,0.9888,ALERT,15,AF116575,H1N-HIG-0029,1,suspicious_high
0.0,0.0,0.06,CLEAR,4,AF117241,BEN-0002,0,benign
0.2993,0.1454,0.2605,CLEAR,4,AF250356,H1N-PAR-0015,6,suspicious_partial
0.0582,0.0246,0.0677,CLEAR,2,AF116575,BEN-0059,0,benign
0.0,0.0,0.03,CLEAR,2,AF117241,BEN-0121,0,benign
0.7681,0.7681,0.8029,ALERT,11,AF250356,H1N-MED-0001,5,suspicious_medium
0.4762,0.4762,0.4948,REVIEW,6,AF116575,H1N-PAR-0001,9,suspicious_partial
0.9844,0.9844,0.9868,ALERT,12,AF116575,H1N-HIG-0020,7,suspicious_high
0.0,0.0,0.075,CLEAR,5,AF117241,BEN-0070,0,benign
0.8451,0.8451,0.8683,ALERT,13,AF116575,H1N-MED-0028,2,suspicious_medium
0.9959,0.9959,0.9965,ALERT,15,AF116575,H1N-HIG-0027,1,suspicious_high
0.7929,0.4014,0.687,ALERT,12,AF250356,H1N-MED-0027,5,suspicious_medium
0.0,0.0,0.045,CLEAR,3,AF117241,BEN-0055,0,benign
0.0582,0.0402,0.1182,CLEAR,5,AF116575,BEN-0074,0,benign
0.066,0.0248,0.1167,CLEAR,5,AF250356,BEN-0080,0,benign
0.0787,0.0344,0.1114,CLEAR,4,AF116575,BEN-0106,0,benign
0.9984,0.9984,0.9986,ALERT,20,AF116575,H1N-HIG-0012,1,suspicious_high
0.45,0.4762,0.4967,REVIEW,7,AF116575,H1N-PAR-0024,9,suspicious_partial
0.7344,0.7344,0.7743,ALERT,11,AF116575,H1N-MED-0011,2,suspicious_medium
0.6434,0.1221,0.5145,REVIEW,10,AF116575,H1N-PAR-0029,3,suspicious_partial
0.9426,0.9426,0.9512,ALERT,16,AF250356,H1N-HIG-0001,4,suspicious_high
0.0766,0.056,0.1329,CLEAR,5,AF250356,BEN-0122,0,benign
0.0333,0.0333,0.0733,CLEAR,3,AF250356,BEN-0026,0,benign
0.3333,0.3333,0.3733,REVIEW,6,AF250356,H1N-PAR-0019,6,suspicious_partial
1.0,1.0,1.0,ALERT,18,AF116575,H1N-HIG-0013,1,suspicious_high
0.841,0.841,0.8648,ALERT,10,AF116575,H1N-HIG-0021,7,suspicious_high
0.9992,0.9992,0.9993,ALERT,17,AF116575,H1N-HIG-0017,1,suspicious_high
0.7844,0.7844,0.8168,ALERT,11,AF116575,H1N-MED-0013,8,suspicious_medium
0.8139,0.8139,0.8418,ALERT,11,AF116575,H1N-MED-0000,2,suspicious_medium
0.6787,0.4533,0.648,ALERT,12,AF116575,H1N-PAR-0027,3,suspicious_partial
0.982,0.982,0.9847,ALERT,20,AF116575,H1N-HIG-0011,1,suspicious_high
0.9992,0.9992,0.9993,ALERT,18,AF116575,H1N-HIG-0021,1,suspicious_high
0.9816,0.9816,0.9843,ALERT,16,AF250356,H1N-HIG-0018,4,suspicious_high
0.4177,0.339,0.4175,REVIEW,6,AF250356,H1N-PAR-0017,6,suspicious_partial
0.8762,0.8762,0.8948,ALERT,14,AF116575,H1N-HIG-0002,7,suspicious_high
0.0,0.0,0.03,CLEAR,2,AF117241,BEN-0017,0,benign
0.0344,0.0,0.0622,CLEAR,3,AF116575,BEN-0025,0,benign
0.8066,0.8066,0.8356,ALERT,12,AF116575,H1N-MED-0018,8,suspicious_medium
0.073,0.0773,0.1386,CLEAR,5,AF250356,BEN-0004,0,benign
0.45,0.1893,0.3663,REVIEW,5,AF116575,H1N-PAR-0003,9,suspicious_partial
0.0295,0.0295,0.0551,CLEAR,2,AF116575,BEN-0086,0,benign
0.9574,0.9574,0.9638,ALERT,13,AF116575,H1N-HIG-0026,7,suspicious_high
0.0,0.0,0.015,CLEAR,1,AF117241,BEN-0076,0,benign
0.7541,0.7541,0.791,ALERT,10,AF116575,H1N-MED-0029,2,suspicious_medium
0.7803,0.7803,0.8133,ALERT,10,AF116575,H1N-MED-0001,8,suspicious_medium
0.9598,0.9598,0.9659,ALERT,16,AF116575,H1N-HIG-0024,7,suspicious_high
0.4852,0.2918,0.4498,REVIEW,7,AF116575,H1N-PAR-0016,3,suspicious_partial
0.4631,0.2238,0.4149,REVIEW,7,AF116575,H1N-PAR-0025,3,suspicious_partial
0.9992,0.9992,0.9993,ALERT,17,AF116575,H1N-HIG-0028,1,suspicious_high
0.0,0.0,0.015,CLEAR,1,AF117241,BEN-0079,0,benign
0.0341,0.0218,0.0697,CLEAR,3,AF117241,BEN-0095,0,benign
0.023,0.023,0.0345,CLEAR,1,AF116575,BEN-0098,0,benign
0.7908,0.7908,0.8222,ALERT,14,AF250356,H1N-MED-0015,5,suspicious_medium
0.0,0.0,0.015,CLEAR,1,AF117241,BEN-0007,0,benign
0.9279,0.9279,0.9387,ALERT,14,AF116575,H1N-MED-0024,2,suspicious_medium
0.968,0.968,0.9728,ALERT,13,AF116575,H1N-MED-0001,2,suspicious_medium
0.8929,0.8929,0.909,ALERT,16,AF250356,H1N-HIG-0013,4,suspicious_high
0.7142,0.7142,0.7571,ALERT,10,AF250356,H1N-MED-0009,5,suspicious_medium
0.9984,0.9984,0.9986,ALERT,14,AF116575,H1N-HIG-0005,1,suspicious_high
0.8965,0.8965,0.912,ALERT,15,AF250356,H1N-HIG-0021,4,suspicious_high
0.1511,0.1511,0.1884,CLEAR,4,AF250356,H1N-PAR-0023,6,suspicious_partial
0.0,0.0,0.015,CLEAR,1,AF117241,BEN-0140,0,benign
0.4014,0.2163,0.3664,REVIEW,6,AF250356,H1N-PAR-0003,6,suspicious_partial
0.9984,0.9984,0.9986,ALERT,17,AF116575,H1N-HIG-0019,1,suspicious_high
0.9467,0.9467,0.9547,ALERT,14,AF116575,H1N-HIG-0007,7,suspicious_high
0.6074,0.4557,0.5832,REVIEW,8,AF116575,H1N-PAR-0000,3,suspicious_partial
0.8879,0.8879,0.9048,ALERT,16,AF250356,H1N-HIG-0025,4,suspicious_high
0.023,0.0,0.0415,CLEAR,2,AF116575,BEN-0069,0,benign
0.9992,0.9992,0.9993,ALERT,20,AF116575,H1N-HIG-0016,1,suspicious_high
0.3787,0.3787,0.4119,REVIEW,6,AF116575,H1N-PAR-0022,9,suspicious_partial
0.5197,0.1352,0.4122,REVIEW,7,AF116575,H1N-PAR-0020,3,suspicious_partial
0.4934,0.4967,0.5106,REVIEW,6,AF116575,H1N-PAR-0002,9,suspicious_partial
0.0,0.0,0.015,CLEAR,1,AF117241,BEN-0066,0,benign
0.5262,0.418,0.5144,REVIEW,7,AF116575,H1N-PAR-0000,9,suspicious_partial
0.017,0.0,0.0685,CLEAR,4,AF250356,BEN-0042,0,benign
0.0246,0.0246,0.0809,CLEAR,4,AF116575,BEN-0134,0,benign
0.0549,0.0197,0.1093,CLEAR,5,AF116575,BEN-0009,0,benign
